0,paragraph,0
SECTION
0,emotion,0
SECTION
0,image,0
SECTION
0.000,pose,0
17.790,pose,3
45.920,pose,1
52.090,pose,4
52.880,pose,0
57.330,pose,2
59.330,pose,3
73.110,pose,0
85.650,pose,2
SECTION
0,phoneme,m
6.770,phoneme,a
6.875,phoneme,y
6.980,phoneme,a
7.060,phoneme,m
7.220,phoneme,t
7.710,phoneme,a
7.810,phoneme,t
7.820,phoneme,a
7.900,phoneme,t
7.980,phoneme,a
8.040,phoneme,t
8.100,phoneme,a
8.200,phoneme,u
8.470,phoneme,m
11.670,phoneme,t
11.750,phoneme,a
11.850,phoneme,f
11.960,phoneme,u
11.980,phoneme,a
12.050,phoneme,t
12.190,phoneme,f
12.350,phoneme,u
12.410,phoneme,m
12.600,phoneme,t
12.670,phoneme,a
12.720,phoneme,u
12.820,phoneme,a
12.920,phoneme,t
13.000,phoneme,y
13.070,phoneme,u
13.230,phoneme,a
13.350,phoneme,u
13.450,phoneme,a
13.530,phoneme,t
13.770,phoneme,a
13.875,phoneme,u
17.790,phoneme,a
17.865,phoneme,y
17.940,phoneme,a
18.010,phoneme,m
18.150,phoneme,u
18.160,phoneme,a
18.230,phoneme,t
18.380,phoneme,a
18.490,phoneme,u
18.500,phoneme,t
18.580,phoneme,a
18.660,phoneme,t
18.940,phoneme,a
19.060,phoneme,t
19.140,phoneme,a
19.210,phoneme,u
19.280,phoneme,t
19.410,phoneme,a
19.450,phoneme,f
19.540,phoneme,m
19.620,phoneme,a
19.705,phoneme,y
19.900,phoneme,t
19.980,phoneme,m
20.080,phoneme,a
20.115,phoneme,y
20.150,phoneme,t
20.230,phoneme,a
20.300,phoneme,t
20.420,phoneme,f
20.530,phoneme,u
20.635,phoneme,a
20.740,phoneme,t
23.520,phoneme,a
23.600,phoneme,t
23.730,phoneme,a
23.775,phoneme,y
23.820,phoneme,a
23.890,phoneme,m
23.970,phoneme,t
24.030,phoneme,a
24.060,phoneme,u
24.090,phoneme,a
24.140,phoneme,t
24.220,phoneme,u
24.290,phoneme,m
24.420,phoneme,y
24.510,phoneme,a
24.535,phoneme,y
24.560,phoneme,a
24.590,phoneme,t
24.700,phoneme,m
24.800,phoneme,a
24.950,phoneme,t
25.060,phoneme,a
25.170,phoneme,t
25.310,phoneme,u
25.370,phoneme,t
25.440,phoneme,a
25.520,phoneme,u
25.770,phoneme,m
27.270,phoneme,a
27.380,phoneme,t
27.530,phoneme,a
27.610,phoneme,t
27.840,phoneme,a
27.920,phoneme,t
28.010,phoneme,a
28.070,phoneme,t
28.180,phoneme,a
28.310,phoneme,t
29.880,phoneme,a
30.010,phoneme,t
30.170,phoneme,a
30.240,phoneme,y
30.330,phoneme,t
30.420,phoneme,a
30.460,phoneme,y
30.500,phoneme,m
32.600,phoneme,f
32.700,phoneme,u
32.770,phoneme,a
32.805,phoneme,y
32.840,phoneme,t
32.900,phoneme,u
32.930,phoneme,a
32.960,phoneme,t
33.100,phoneme,a
33.135,phoneme,y
33.170,phoneme,t
33.240,phoneme,a
33.300,phoneme,f
33.380,phoneme,t
33.420,phoneme,a
33.490,phoneme,u
33.770,phoneme,m
36.290,phoneme,u
36.380,phoneme,a
36.430,phoneme,y
36.480,phoneme,a
36.540,phoneme,t
36.640,phoneme,f
36.770,phoneme,a
36.860,phoneme,u
36.930,phoneme,t
37.070,phoneme,a
37.140,phoneme,m
37.230,phoneme,t
37.340,phoneme,a
37.460,phoneme,y
37.590,phoneme,f
37.600,phoneme,t
39.730,phoneme,a
39.765,phoneme,u
39.800,phoneme,t
39.870,phoneme,a
39.930,phoneme,t
40.020,phoneme,a
40.150,phoneme,t
40.240,phoneme,a
40.320,phoneme,y
40.480,phoneme,t
40.560,phoneme,a
40.640,phoneme,m
40.760,phoneme,y
40.800,phoneme,a
40.880,phoneme,t
45.900,phoneme,a
45.910,phoneme,f
45.920,phoneme,t
45.930,phoneme,a
45.945,phoneme,y
45.960,phoneme,a
46.020,phoneme,t
46.210,phoneme,a
46.290,phoneme,m
46.390,phoneme,t
46.490,phoneme,a
46.560,phoneme,t
46.630,phoneme,a
46.720,phoneme,f
49.540,phoneme,u
49.600,phoneme,a
49.700,phoneme,t
49.730,phoneme,a
49.830,phoneme,m
52.090,phoneme,a
52.190,phoneme,t
52.370,phoneme,a
52.440,phoneme,t
52.610,phoneme,u
52.785,phoneme,a
52.870,phoneme,t
52.880,phoneme,u
52.890,phoneme,a
52.900,phoneme,t
52.910,phoneme,y
52.920,phoneme,u
56.830,phoneme,a
56.920,phoneme,y
57.130,phoneme,a
57.190,phoneme,y
57.250,phoneme,u
57.330,phoneme,t
57.400,phoneme,a
57.540,phoneme,t
59.330,phoneme,u
59.610,phoneme,t
59.700,phoneme,a
60.000,phoneme,y
60.730,phoneme,t
60.920,phoneme,a
61.060,phoneme,t
61.230,phoneme,u
61.350,phoneme,a
61.460,phoneme,y
62.880,phoneme,m
63.390,phoneme,f
63.480,phoneme,u
63.540,phoneme,a
63.580,phoneme,y
63.620,phoneme,t
63.660,phoneme,u
63.690,phoneme,a
63.730,phoneme,t
63.900,phoneme,a
63.945,phoneme,y
63.990,phoneme,t
64.130,phoneme,a
64.170,phoneme,f
64.230,phoneme,t
64.310,phoneme,a
64.390,phoneme,u
64.670,phoneme,m
66.810,phoneme,a
66.910,phoneme,u
66.980,phoneme,t
67.090,phoneme,a
67.150,phoneme,t
67.270,phoneme,y
67.300,phoneme,a
67.350,phoneme,y
67.420,phoneme,a
67.450,phoneme,y
67.480,phoneme,t
67.520,phoneme,a
67.580,phoneme,t
67.670,phoneme,m
67.740,phoneme,a
67.825,phoneme,y
67.930,phoneme,t
68.020,phoneme,m
68.130,phoneme,a
68.195,phoneme,y
68.260,phoneme,t
73.110,phoneme,a
73.190,phoneme,y
73.270,phoneme,u
73.350,phoneme,a
73.440,phoneme,t
73.550,phoneme,a
73.710,phoneme,u
73.820,phoneme,t
76.030,phoneme,a
76.090,phoneme,t
76.210,phoneme,a
76.330,phoneme,t
76.510,phoneme,a
76.590,phoneme,f
76.660,phoneme,a
76.720,phoneme,t
76.780,phoneme,a
76.940,phoneme,y
79.020,phoneme,t
79.170,phoneme,a
79.270,phoneme,t
79.470,phoneme,a
79.505,phoneme,u
79.540,phoneme,m
79.650,phoneme,a
79.760,phoneme,t
80.930,phoneme,a
81.050,phoneme,t
81.120,phoneme,a
81.210,phoneme,t
81.310,phoneme,a
81.370,phoneme,m
81.440,phoneme,a
81.480,phoneme,t
81.680,phoneme,u
81.770,phoneme,a
81.820,phoneme,y
81.870,phoneme,t
82.000,phoneme,a
82.070,phoneme,t
82.290,phoneme,a
82.390,phoneme,f
82.480,phoneme,a
82.550,phoneme,f
82.670,phoneme,a
82.710,phoneme,t
82.770,phoneme,a
82.870,phoneme,t
82.890,phoneme,a
82.970,phoneme,y
83.060,phoneme,f
83.170,phoneme,a
83.380,phoneme,t
85.650,phoneme,m
85.730,phoneme,a
85.780,phoneme,t
86.390,phoneme,m
86.550,phoneme,a
86.840,phoneme,u
88.050,phoneme,a
88.170,phoneme,t
88.230,phoneme,a
88.330,phoneme,u
88.460,phoneme,a
88.530,phoneme,y
88.600,phoneme,t
88.710,phoneme,u
89.850,phoneme,t
91.220,phoneme,m
91.280,phoneme,u
91.480,phoneme,t
91.690,phoneme,a
91.700,phoneme,u
91.710,phoneme,t
93.200,phoneme,a
93.310,phoneme,t
93.390,phoneme,a
93.450,phoneme,y
93.520,phoneme,a
93.630,phoneme,u
93.720,phoneme,a
93.800,phoneme,t
93.870,phoneme,y
93.910,phoneme,a
93.980,phoneme,y
94.040,phoneme,a
94.140,phoneme,u
94.230,phoneme,a
94.270,phoneme,t
94.330,phoneme,a
94.380,phoneme,y
94.430,phoneme,t
94.590,phoneme,m
94.680,phoneme,a
94.810,phoneme,y
95.030,phoneme,t
95.140,phoneme,m
95.240,phoneme,a
95.290,phoneme,y
95.340,phoneme,t
95.480,phoneme,m
95.540,phoneme,a
95.605,phoneme,y
95.670,phoneme,t
95.740,phoneme,y
95.820,phoneme,a
95.950,phoneme,f
